date,state,district,total_enrolment,total_demo_updates,total_bio_updates,migration_pressure_index,system_load
2025-09-15,Assam,Cachar,84,888,437,15.588235294117647,1325
2025-09-15,Assam,Charaideo,14,196,180,25.066666666666666,376
2025-09-15,Assam,Chirang,16,200,75,16.176470588235293,275
2025-09-15,Assam,Darrang,56,417,154,10.017543859649123,571
2025-09-15,Assam,Dhemaji,42,419,252,15.604651162790697,671
2025-09-15,Assam,Dhubri,142,1031,364,9.755244755244755,1395
2025-09-15,Assam,Dibrugarh,47,570,191,15.854166666666666,761
2025-09-15,Assam,Goalpara,98,574,162,7.434343434343434,736
2025-09-15,Assam,Golaghat,28,345,146,16.93103448275862,491
2025-09-15,Assam,Hailakandi,67,385,167,8.117647058823529,552
2025-09-15,Assam,Hojai,58,377,183,9.491525423728813,560
2025-09-15,Assam,Jorhat,29,219,160,12.633333333333333,379
2025-09-15,Assam,Kamrup,107,689,316,9.305555555555555,1005
2025-09-15,Assam,Kamrup Metro,41,298,124,10.047619047619047,422
2025-09-15,Assam,Karbi Anglong,51,527,160,13.211538461538462,687
2025-09-15,Assam,Karimganj,148,580,234,5.4630872483221475,814
2025-09-15,Assam,Kokrajhar,38,226,79,7.82051282051282,305
2025-09-15,Assam,Lakhimpur,65,414,143,8.43939393939394,557
2025-09-15,Assam,Majuli,10,57,21,7.090909090909091,78
2025-09-15,Assam,Marigaon,68,451,239,10.0,690
2025-09-15,Assam,Nagaon,99,1016,681,16.97,1697
2025-09-15,Assam,Nalbari,48,246,132,7.714285714285714,378
2025-09-15,Assam,North Cachar Hills,10,52,68,10.909090909090908,120
2025-09-15,Assam,Sibsagar,13,127,66,13.785714285714286,193
2025-09-15,Assam,Sonitpur,57,329,126,7.844827586206897,455
2025-09-15,Assam,South Salmara Mankachar,24,210,36,9.84,246
2025-09-15,Assam,Sribhumi,1,67,6,36.5,73
2025-09-15,Assam,Tinsukia,48,480,77,11.36734693877551,557
2025-09-15,Assam,Udalguri,32,156,101,7.787878787878788,257
2025-09-15,Assam,West Karbi Anglong,5,18,69,14.5,87
2025-09-15,Bihar,Araria,108,2489,661,28.89908256880734,3150
2025-09-15,Bihar,Arwal,36,382,160,14.64864864864865,542
2025-09-15,Bihar,Aurangabad,102,1555,504,19.990291262135923,2059
2025-09-15,Bihar,Aurangabad(bh),1,13,3,8.0,16
2025-09-15,Bihar,Banka,107,1267,407,15.5,1674
2025-09-15,Bihar,Begusarai,158,1698,723,15.226415094339623,2421
2025-09-15,Bihar,Bhagalpur,107,1970,541,23.25,2511
2025-09-15,Bihar,Bhojpur,110,2351,494,25.63063063063063,2845
2025-09-15,Bihar,Buxar,82,840,245,13.072289156626505,1085
2025-09-15,Bihar,Darbhanga,160,1498,797,14.254658385093167,2295
2025-09-15,Bihar,East Champaran,287,3987,1093,17.63888888888889,5080
2025-09-15,Bihar,Gaya,159,2528,656,19.9,3184
2025-09-15,Bihar,Gopalganj,111,1000,422,12.696428571428571,1422
2025-09-15,Bihar,Jamui,61,830,316,18.483870967741936,1146
2025-09-15,Bihar,Jehanabad,35,823,149,27.0,972
2025-09-15,Bihar,Kaimur (Bhabua),78,907,382,16.31645569620253,1289
2025-09-15,Bihar,Katihar,183,2209,1139,18.195652173913043,3348
2025-09-15,Bihar,Khagaria,65,1113,323,21.757575757575758,1436
2025-09-15,Bihar,Kishanganj,81,3726,809,55.30487804878049,4535
2025-09-15,Bihar,Lakhisarai,39,581,191,19.3,772
2025-09-15,Bihar,Madhepura,82,864,463,15.987951807228916,1327
2025-09-15,Bihar,Madhubani,159,1789,821,16.3125,2610
2025-09-15,Bihar,Munger,56,747,234,17.210526315789473,981
2025-09-15,Bihar,Muzaffarpur,224,2879,1030,17.373333333333335,3909
2025-09-15,Bihar,Nalanda,119,2183,478,22.175,2661
2025-09-15,Bihar,Nawada,130,1198,322,11.603053435114504,1520
2025-09-15,Bihar,Patna,190,3603,856,23.345549738219894,4459
2025-09-15,Bihar,Purnia,61,1274,401,27.016129032258064,1675
2025-09-15,Bihar,Rohtas,89,1695,600,25.5,2295
2025-09-15,Bihar,Saharsa,82,777,477,15.108433734939759,1254
2025-09-15,Bihar,Samastipur,166,2445,763,19.209580838323355,3208
2025-09-15,Bihar,Saran,189,1900,669,13.521052631578947,2569
2025-09-15,Bihar,Sheikhpura,39,373,240,15.325,613
2025-09-15,Bihar,Sheikpura,1,4,1,2.5,5
2025-09-15,Bihar,Sheohar,33,533,180,20.970588235294116,713
2025-09-15,Bihar,Sitamarhi,123,2068,768,22.870967741935484,2836
2025-09-15,Bihar,Siwan,159,1385,586,12.31875,1971
2025-09-15,Bihar,Supaul,78,1391,399,22.658227848101266,1790
2025-09-15,Bihar,Vaishali,204,1944,816,13.463414634146341,2760
2025-09-15,Bihar,West Champaran,205,3878,803,22.723300970873787,4681
2025-09-15,Chandigarh,Chandigarh,32,469,289,22.96969696969697,758
2025-09-15,Chhattisgarh,Balod,24,609,540,45.96,1149
2025-09-15,Chhattisgarh,Baloda Bazar,28,925,388,45.275862068965516,1313
2025-09-15,Chhattisgarh,Balrampur,40,278,186,11.317073170731707,464
2025-09-15,Chhattisgarh,Bastar,64,1108,740,28.43076923076923,1848
2025-09-15,Chhattisgarh,Bemetara,22,577,491,46.43478260869565,1068
2025-09-15,Chhattisgarh,Bijapur,49,109,185,5.88,294
2025-09-15,Chhattisgarh,Bilaspur,28,616,416,35.58620689655172,1032
2025-09-15,Chhattisgarh,Dakshin Bastar Dantewada,3,88,219,76.75,307
2025-09-15,Chhattisgarh,Dantewada,5,34,205,39.833333333333336,239
2025-09-15,Chhattisgarh,Dhamtari,35,502,476,27.166666666666668,978
2025-09-15,Chhattisgarh,Durg,33,843,1012,54.55882352941177,1855
2025-09-15,Chhattisgarh,Gariyaband,28,372,246,21.310344827586206,618
2025-09-15,Chhattisgarh,Gaurela-pendra-marwahi,1,6,2,4.0,8
2025-09-15,Chhattisgarh,Janjgir-champa,33,441,390,24.441176470588236,831
2025-09-15,Chhattisgarh,Jashpur,19,327,246,28.65,573
2025-09-15,Chhattisgarh,Kabeerdham,8,245,95,37.77777777777778,340
2025-09-15,Chhattisgarh,Kanker,21,214,246,20.90909090909091,460
2025-09-15,Chhattisgarh,Kawardha,16,580,237,48.05882352941177,817
2025-09-15,Chhattisgarh,Khairagarh Chhuikhadan Gandai,3,51,4,13.75,55
2025-09-15,Chhattisgarh,Kondagaon,45,418,249,14.5,667
2025-09-15,Chhattisgarh,Korba,24,277,276,22.12,553
2025-09-15,Chhattisgarh,Koriya,11,224,221,37.083333333333336,445
2025-09-15,Chhattisgarh,Mahasamund,25,637,327,37.07692307692308,964
2025-09-15,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2,54,4,19.333333333333332,58
2025-09-15,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,1,284,21,152.5,305
2025-09-15,Chhattisgarh,Mungeli,13,252,269,37.214285714285715,521
2025-09-15,Chhattisgarh,Narayanpur,14,181,43,14.933333333333334,224
2025-09-15,Chhattisgarh,Raigarh,40,550,1165,41.829268292682926,1715
2025-09-15,Chhattisgarh,Raipur,60,695,1077,29.049180327868854,1772
2025-09-15,Chhattisgarh,Rajnandgaon,49,789,839,32.56,1628
2025-09-15,Chhattisgarh,Sakti,6,95,8,14.714285714285714,103
2025-09-15,Chhattisgarh,Sarangarh-Bilaigarh,4,47,13,12.0,60
2025-09-15,Chhattisgarh,Sukma,11,191,205,33.0,396
2025-09-15,Chhattisgarh,Surajpur,30,402,454,27.612903225806452,856
2025-09-15,Chhattisgarh,Surguja,19,583,270,42.65,853
2025-09-15,Chhattisgarh,Uttar Bastar Kanker,20,169,141,14.761904761904763,310
2025-09-15,Dadra and Nagar Haveli,Dadra and Nagar Haveli,10,108,417,47.72727272727273,525
2025-09-15,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,1,28,9,18.5,37
2025-09-15,Dadra and Nagar Haveli and Daman and Diu,Daman,2,25,1,8.666666666666666,26
2025-09-15,Daman and Diu,Daman,1,11,55,33.0,66
2025-09-15,Delhi,Central Delhi,44,376,253,13.977777777777778,629
2025-09-15,Delhi,East Delhi,85,555,636,13.848837209302326,1191
2025-09-15,Delhi,Najafgarh,1,4,3,3.5,7
2025-09-15,Delhi,North Delhi,24,302,330,25.28,632
2025-09-15,Delhi,North East,22,100,222,14.0,322
2025-09-15,Delhi,North East Delhi,100,482,735,12.049504950495049,1217
2025-09-15,Delhi,North West Delhi,149,1450,1479,19.526666666666667,2929
2025-09-15,Delhi,Shahdara,5,130,36,27.666666666666668,166
2025-09-15,Delhi,South Delhi,156,1020,917,12.337579617834395,1937
2025-09-15,Delhi,South West Delhi,108,807,656,13.422018348623853,1463
2025-09-15,Delhi,West Delhi,68,802,661,21.202898550724637,1463
2025-09-15,Goa,North Goa,16,177,131,18.11764705882353,308
2025-09-15,Goa,South Goa,15,169,92,16.3125,261
2025-09-15,Gujarat,Ahmadabad,11,129,125,21.166666666666668,254
2025-09-15,Gujarat,Ahmedabad,203,2042,1974,19.686274509803923,4016
2025-09-15,Gujarat,Amreli,43,409,445,19.40909090909091,854
2025-09-15,Gujarat,Anand,87,507,772,14.534090909090908,1279
2025-09-15,Gujarat,Arvalli,39,105,234,8.475,339
2025-09-15,Gujarat,Banas Kantha,2,5,8,4.333333333333333,13
2025-09-15,Gujarat,Banaskantha,182,1191,1166,12.879781420765028,2357
2025-09-15,Gujarat,Bharuch,57,463,481,16.275862068965516,944
2025-09-15,Gujarat,Bhavnagar,111,674,746,12.678571428571429,1420
2025-09-15,Gujarat,Botad,26,111,100,7.814814814814815,211
2025-09-15,Gujarat,Chhotaudepur,11,155,260,34.583333333333336,415
2025-09-15,Gujarat,Dahod,107,421,866,11.916666666666666,1287
2025-09-15,Gujarat,Devbhumi Dwarka,21,94,131,10.227272727272727,225
2025-09-15,Gujarat,Dohad,28,66,113,6.172413793103448,179
2025-09-15,Gujarat,Gandhinagar,41,498,481,23.30952380952381,979
2025-09-15,Gujarat,Gir Somnath,26,168,214,14.148148148148149,382
2025-09-15,Gujarat,Jamnagar,40,582,368,23.170731707317074,950
2025-09-15,Gujarat,Junagadh,59,511,551,17.7,1062
2025-09-15,Gujarat,Kachchh,68,618,535,16.71014492753623,1153
2025-09-15,Gujarat,Kheda,84,905,885,21.058823529411764,1790
2025-09-15,Gujarat,Mahesana,77,571,642,15.551282051282051,1213
2025-09-15,Gujarat,Mahisagar,27,112,240,12.571428571428571,352
2025-09-15,Gujarat,Morbi,37,173,134,8.078947368421053,307
2025-09-15,Gujarat,Narmada,21,141,275,18.90909090909091,416
2025-09-15,Gujarat,Navsari,28,382,378,26.20689655172414,760
2025-09-15,Gujarat,Panchmahals,86,521,833,15.563218390804598,1354
2025-09-15,Gujarat,Patan,60,477,531,16.524590163934427,1008
2025-09-15,Gujarat,Porbandar,24,303,135,17.52,438
2025-09-15,Gujarat,Rajkot,103,1172,822,19.173076923076923,1994
2025-09-15,Gujarat,Sabar Kantha,2,13,9,7.333333333333333,22
2025-09-15,Gujarat,Sabarkantha,97,643,676,13.459183673469388,1319
2025-09-15,Gujarat,Surat,184,2054,1372,18.518918918918917,3426
2025-09-15,Gujarat,Surendra Nagar,95,493,445,9.770833333333334,938
2025-09-15,Gujarat,Surendranagar,1,15,8,11.5,23
2025-09-15,Gujarat,Tapi,64,142,262,6.2153846153846155,404
2025-09-15,Gujarat,The Dangs,13,73,190,18.785714285714285,263
2025-09-15,Gujarat,Vadodara,105,1206,1189,22.59433962264151,2395
2025-09-15,Gujarat,Valsad,69,458,587,14.928571428571429,1045
2025-09-15,Haryana,Ambala,43,286,389,15.340909090909092,675
2025-09-15,Haryana,Bhiwani,51,265,469,14.115384615384615,734
2025-09-15,Haryana,Charkhi Dadri,18,129,49,9.368421052631579,178
2025-09-15,Haryana,Faridabad,77,843,689,19.641025641025642,1532
2025-09-15,Haryana,Fatehabad,31,196,425,19.40625,621
2025-09-15,Haryana,Gurgaon,70,744,339,15.253521126760564,1083
2025-09-15,Haryana,Hisar,72,391,505,12.273972602739725,896
2025-09-15,Haryana,Jhajjar,34,176,285,13.17142857142857,461
2025-09-15,Haryana,Jind,64,233,561,12.215384615384615,794
2025-09-15,Haryana,Kaithal,42,233,476,16.488372093023255,709
2025-09-15,Haryana,Karnal,51,240,549,15.173076923076923,789
2025-09-15,Haryana,Kurukshetra,33,163,368,15.617647058823529,531
2025-09-15,Haryana,Mahendragarh,30,182,247,13.838709677419354,429
2025-09-15,Haryana,Mewat,47,429,492,19.1875,921
2025-09-15,Haryana,Palwal,50,618,365,19.274509803921568,983
2025-09-15,Haryana,Panchkula,17,184,95,15.5,279
2025-09-15,Haryana,Panipat,63,505,431,14.625,936
2025-09-15,Haryana,Rewari,19,330,273,30.15,603
2025-09-15,Haryana,Rohtak,23,139,406,22.708333333333332,545
2025-09-15,Haryana,Sirsa,44,274,429,15.622222222222222,703
2025-09-15,Haryana,Sonipat,58,362,399,12.898305084745763,761
2025-09-15,Haryana,Yamuna Nagar,38,382,479,22.076923076923077,861
2025-09-15,Haryana,Yamunanagar,1,4,10,7.0,14
2025-09-15,Himachal Pradesh,Bilaspur,10,107,128,21.363636363636363,235
2025-09-15,Himachal Pradesh,Chamba,19,469,237,35.3,706
2025-09-15,Himachal Pradesh,Hamirpur,12,109,151,20.0,260
2025-09-15,Himachal Pradesh,Kangra,65,574,521,16.59090909090909,1095
2025-09-15,Himachal Pradesh,Kinnaur,4,40,17,11.4,57
2025-09-15,Himachal Pradesh,Kullu,4,219,78,59.4,297
2025-09-15,Himachal Pradesh,Lahul & Spiti,1,6,6,6.0,12
2025-09-15,Himachal Pradesh,Mandi,19,324,306,31.5,630
2025-09-15,Himachal Pradesh,Shimla,15,419,182,37.5625,601
2025-09-15,Himachal Pradesh,Sirmaur,26,351,160,18.925925925925927,511
2025-09-15,Himachal Pradesh,Solan,15,149,169,19.875,318
2025-09-15,Himachal Pradesh,Una,8,171,155,36.22222222222222,326
2025-09-15,Jammu and Kashmir,Anantnag,41,224,200,10.095238095238095,424
2025-09-15,Jammu and Kashmir,Badgam,22,104,56,6.956521739130435,160
2025-09-15,Jammu and Kashmir,Bandipore,9,74,54,12.8,128
2025-09-15,Jammu and Kashmir,Baramula,32,240,254,14.969696969696969,494
2025-09-15,Jammu and Kashmir,Budgam,5,84,110,32.333333333333336,194
2025-09-15,Jammu and Kashmir,Doda,5,47,50,16.166666666666668,97
2025-09-15,Jammu and Kashmir,Ganderbal,6,30,29,8.428571428571429,59
2025-09-15,Jammu and Kashmir,Jammu,67,466,464,13.676470588235293,930
2025-09-15,Jammu and Kashmir,Kargil,9,33,90,12.3,123
2025-09-15,Jammu and Kashmir,Kathua,25,208,167,14.423076923076923,375
2025-09-15,Jammu and Kashmir,Kishtwar,11,42,75,9.75,117
2025-09-15,Jammu and Kashmir,Kulgam,20,66,93,7.571428571428571,159
2025-09-15,Jammu and Kashmir,Kupwara,26,192,197,14.407407407407407,389
2025-09-15,Jammu and Kashmir,Leh,1,14,42,28.0,56
2025-09-15,Jammu and Kashmir,Pulwama,17,96,75,9.5,171
2025-09-15,Jammu and Kashmir,Punch,23,93,111,8.5,204
2025-09-15,Jammu and Kashmir,Rajouri,24,195,184,15.16,379
2025-09-15,Jammu and Kashmir,Ramban,16,72,79,8.882352941176471,151
2025-09-15,Jammu and Kashmir,Reasi,28,99,104,7.0,203
2025-09-15,Jammu and Kashmir,Samba,10,57,57,10.363636363636363,114
2025-09-15,Jammu and Kashmir,Shupiyan,5,49,95,24.0,144
2025-09-15,Jammu and Kashmir,Srinagar,34,309,284,16.942857142857143,593
2025-09-15,Jammu and Kashmir,Udhampur,37,167,218,10.131578947368421,385
2025-09-15,Jharkhand,Bokaro,41,475,614,25.928571428571427,1089
2025-09-15,Jharkhand,Chatra,37,425,341,20.157894736842106,766
2025-09-15,Jharkhand,Deoghar,52,383,239,11.735849056603774,622
2025-09-15,Jharkhand,Dhanbad,78,477,416,11.30379746835443,893
2025-09-15,Jharkhand,Dumka,32,374,198,17.333333333333332,572
2025-09-15,Jharkhand,East Singhbhum,105,699,790,14.047169811320755,1489
2025-09-15,Jharkhand,Garhwa,42,342,391,17.046511627906977,733
2025-09-15,Jharkhand,Garhwa *,7,29,27,7.0,56
2025-09-15,Jharkhand,Giridih,146,790,476,8.612244897959183,1266
2025-09-15,Jharkhand,Godda,69,548,284,11.885714285714286,832
2025-09-15,Jharkhand,Gumla,71,495,455,13.194444444444445,950
2025-09-15,Jharkhand,Hazaribag,6,73,50,17.571428571428573,123
2025-09-15,Jharkhand,Hazaribagh,68,430,328,10.985507246376812,758
2025-09-15,Jharkhand,Jamtara,36,322,166,13.18918918918919,488
2025-09-15,Jharkhand,Khunti,30,190,237,13.774193548387096,427
2025-09-15,Jharkhand,Kodarma,6,30,15,6.428571428571429,45
2025-09-15,Jharkhand,Koderma,35,164,156,8.88888888888889,320
2025-09-15,Jharkhand,Latehar,23,377,133,21.25,510
2025-09-15,Jharkhand,Lohardaga,15,107,163,16.875,270
2025-09-15,Jharkhand,Pakaur,6,25,12,5.285714285714286,37
2025-09-15,Jharkhand,Pakur,46,266,185,9.595744680851064,451
2025-09-15,Jharkhand,Palamau,3,30,15,11.25,45
2025-09-15,Jharkhand,Palamu,70,594,327,12.971830985915492,921
2025-09-15,Jharkhand,Pashchimi Singhbhum,2,58,71,43.0,129
2025-09-15,Jharkhand,Purbi Singhbhum,10,67,143,19.09090909090909,210
2025-09-15,Jharkhand,Ramgarh,26,181,120,11.148148148148149,301
2025-09-15,Jharkhand,Ranchi,98,669,661,13.434343434343434,1330
2025-09-15,Jharkhand,Sahebganj,80,741,330,13.222222222222221,1071
2025-09-15,Jharkhand,Sahibganj,6,29,12,5.857142857142857,41
2025-09-15,Jharkhand,Seraikela-Kharsawan,34,348,377,20.714285714285715,725
2025-09-15,Jharkhand,Seraikela-kharsawan,9,123,73,19.6,196
2025-09-15,Jharkhand,Simdega,26,136,290,15.777777777777779,426
2025-09-15,Jharkhand,West Singhbhum,77,923,847,22.692307692307693,1770
2025-09-15,Karnataka,Bagalkot,78,480,386,10.962025316455696,866
2025-09-15,Karnataka,Bagalkot *,2,30,9,13.0,39
2025-09-15,Karnataka,Ballari,30,172,203,12.096774193548388,375
2025-09-15,Karnataka,Bangalore,54,669,850,27.618181818181817,1519
2025-09-15,Karnataka,Bangalore Rural,26,276,186,17.11111111111111,462
2025-09-15,Karnataka,Belagavi,92,411,340,8.075268817204302,751
2025-09-15,Karnataka,Belgaum,79,786,547,16.6625,1333
2025-09-15,Karnataka,Bellary,63,339,374,11.140625,713
2025-09-15,Karnataka,Bengaluru,146,1940,1101,20.687074829931973,3041
2025-09-15,Karnataka,Bidar,55,407,496,16.125,903
2025-09-15,Karnataka,Bijapur,75,442,381,10.828947368421053,823
2025-09-15,Karnataka,Chamarajanagar,1,12,14,13.0,26
2025-09-15,Karnataka,Chamarajanagar *,1,3,2,2.5,5
2025-09-15,Karnataka,Chamrajanagar,30,154,187,11.0,341
2025-09-15,Karnataka,Chamrajnagar,2,40,25,21.666666666666668,65
2025-09-15,Karnataka,Chickmagalur,10,143,123,24.181818181818183,266
2025-09-15,Karnataka,Chikkaballapur,32,332,215,16.575757575757574,547
2025-09-15,Karnataka,Chikkamagaluru,8,100,68,18.666666666666668,168
2025-09-15,Karnataka,Chikmagalur,1,20,14,17.0,34
2025-09-15,Karnataka,Chitradurga,46,499,297,16.93617021276596,796
2025-09-15,Karnataka,Dakshina Kannada,52,534,283,15.415094339622641,817
2025-09-15,Karnataka,Davanagere,9,51,96,14.7,147
2025-09-15,Karnataka,Davangere,63,380,558,14.65625,938
2025-09-15,Karnataka,Dharwad,54,411,334,13.545454545454545,745
2025-09-15,Karnataka,Gadag,47,248,185,9.020833333333334,433
2025-09-15,Karnataka,Gulbarga,51,415,372,15.134615384615385,787
2025-09-15,Karnataka,Hasan,10,137,64,18.272727272727273,201
2025-09-15,Karnataka,Hassan,29,228,167,13.166666666666666,395
2025-09-15,Karnataka,Haveri,44,307,254,12.466666666666667,561
2025-09-15,Karnataka,Haveri *,1,13,14,13.5,27
2025-09-15,Karnataka,Kalaburagi,66,314,362,10.08955223880597,676
2025-09-15,Karnataka,Kodagu,10,137,75,19.272727272727273,212
2025-09-15,Karnataka,Kolar,51,457,342,15.365384615384615,799
2025-09-15,Karnataka,Koppal,78,481,504,12.468354430379748,985
2025-09-15,Karnataka,Mandya,23,418,316,30.583333333333332,734
2025-09-15,Karnataka,Mysore,32,315,298,18.575757575757574,613
2025-09-15,Karnataka,Mysuru,34,306,223,15.114285714285714,529
2025-09-15,Karnataka,Raichur,114,503,577,9.391304347826088,1080
2025-09-15,Karnataka,Ramanagar,38,193,244,11.205128205128204,437
2025-09-15,Karnataka,Shimoga,20,222,212,20.666666666666668,434
2025-09-15,Karnataka,Shivamogga,30,193,149,11.03225806451613,342
2025-09-15,Karnataka,Tumakuru,24,245,184,17.16,429
2025-09-15,Karnataka,Tumkur,35,323,418,20.583333333333332,741
2025-09-15,Karnataka,Udupi,31,313,188,15.65625,501
2025-09-15,Karnataka,Uttara Kannada,34,349,156,14.428571428571429,505
2025-09-15,Karnataka,Vijayanagara,23,179,87,11.083333333333334,266
2025-09-15,Karnataka,Vijayapura,88,343,271,6.898876404494382,614
2025-09-15,Karnataka,Yadgir,94,368,361,7.673684210526316,729
2025-09-15,Karnataka,yadgir,7,30,44,9.25,74
2025-09-15,Kerala,Alappuzha,38,533,399,23.897435897435898,932
2025-09-15,Kerala,Ernakulam,57,543,616,19.982758620689655,1159
2025-09-15,Kerala,Idukki,24,226,203,17.16,429
2025-09-15,Kerala,Kannur,47,593,749,27.958333333333332,1342
2025-09-15,Kerala,Kasaragod,28,169,295,16.0,464
2025-09-15,Kerala,Kasargod,2,15,29,14.666666666666666,44
2025-09-15,Kerala,Kollam,55,452,695,20.482142857142858,1147
2025-09-15,Kerala,Kottayam,31,300,369,20.90625,669
2025-09-15,Kerala,Kozhikode,58,876,813,28.627118644067796,1689
2025-09-15,Kerala,Malappuram,111,966,1005,17.598214285714285,1971
2025-09-15,Kerala,Palakkad,50,479,778,24.647058823529413,1257
2025-09-15,Kerala,Pathanamthitta,23,224,286,21.25,510
2025-09-15,Kerala,Thiruvananthapuram,57,471,870,23.120689655172413,1341
2025-09-15,Kerala,Thrissur,73,652,1054,23.054054054054053,1706
2025-09-15,Kerala,Wayanad,20,99,230,15.666666666666666,329
2025-09-15,Ladakh,Kargil,9,8,91,9.9,99
2025-09-15,Ladakh,Leh,1,1,17,9.0,18
2025-09-15,Lakshadweep,Lakshadweep,4,20,28,9.6,48
2025-09-15,Madhya Pradesh,Agar Malwa,28,37,95,4.551724137931035,132
2025-09-15,Madhya Pradesh,Alirajpur,46,309,453,16.21276595744681,762
2025-09-15,Madhya Pradesh,Anuppur,16,44,278,18.941176470588236,322
2025-09-15,Madhya Pradesh,Ashok Nagar,90,152,416,6.241758241758242,568
2025-09-15,Madhya Pradesh,Balaghat,91,251,495,8.108695652173912,746
2025-09-15,Madhya Pradesh,Barwani,162,337,717,6.466257668711656,1054
2025-09-15,Madhya Pradesh,Betul,100,414,946,13.465346534653465,1360
2025-09-15,Madhya Pradesh,Bhind,88,260,457,8.0561797752809,717
2025-09-15,Madhya Pradesh,Bhopal,121,313,934,10.221311475409836,1247
2025-09-15,Madhya Pradesh,Burhanpur,58,93,399,8.338983050847459,492
2025-09-15,Madhya Pradesh,Chhatarpur,145,461,714,8.047945205479452,1175
2025-09-15,Madhya Pradesh,Chhindwara,108,300,812,10.20183486238532,1112
2025-09-15,Madhya Pradesh,Damoh,107,497,652,10.63888888888889,1149
2025-09-15,Madhya Pradesh,Datia,70,109,310,5.901408450704225,419
2025-09-15,Madhya Pradesh,Dewas,96,144,702,8.721649484536082,846
2025-09-15,Madhya Pradesh,Dhar,135,670,766,10.558823529411764,1436
2025-09-15,Madhya Pradesh,Dindori,41,236,205,10.5,441
2025-09-15,Madhya Pradesh,East Nimar,54,25,239,4.8,264
2025-09-15,Madhya Pradesh,Guna,151,185,787,6.394736842105263,972
2025-09-15,Madhya Pradesh,Gwalior,130,568,695,9.641221374045802,1263
2025-09-15,Madhya Pradesh,Harda,39,50,243,7.325,293
2025-09-15,Madhya Pradesh,Harda *,6,24,85,15.571428571428571,109
2025-09-15,Madhya Pradesh,Hoshangabad,80,150,747,11.074074074074074,897
2025-09-15,Madhya Pradesh,Indore,192,851,1266,10.968911917098445,2117
2025-09-15,Madhya Pradesh,Jabalpur,134,550,1119,12.362962962962962,1669
2025-09-15,Madhya Pradesh,Jhabua,119,455,602,8.808333333333334,1057
2025-09-15,Madhya Pradesh,Katni,101,441,530,9.519607843137255,971
2025-09-15,Madhya Pradesh,Khandwa,46,89,377,9.914893617021276,466
2025-09-15,Madhya Pradesh,Khargone,116,376,963,11.444444444444445,1339
2025-09-15,Madhya Pradesh,Maihar,5,36,12,8.0,48
2025-09-15,Madhya Pradesh,Mandla,44,252,282,11.866666666666667,534
2025-09-15,Madhya Pradesh,Mandsaur,78,391,551,11.924050632911392,942
2025-09-15,Madhya Pradesh,Mauganj,3,33,11,11.0,44
2025-09-15,Madhya Pradesh,Morena,172,594,671,7.312138728323699,1265
2025-09-15,Madhya Pradesh,Narmadapuram,5,57,29,14.333333333333334,86
2025-09-15,Madhya Pradesh,Narsimhapur,12,92,76,12.923076923076923,168
2025-09-15,Madhya Pradesh,Narsinghpur,84,254,424,7.976470588235294,678
2025-09-15,Madhya Pradesh,Neemuch,64,199,307,7.7846153846153845,506
2025-09-15,Madhya Pradesh,Niwari,1,32,6,19.0,38
2025-09-15,Madhya Pradesh,Pandhurna,1,14,6,10.0,20
2025-09-15,Madhya Pradesh,Panna,106,168,432,5.607476635514018,600
2025-09-15,Madhya Pradesh,Raisen,84,347,673,12.0,1020
2025-09-15,Madhya Pradesh,Rajgarh,114,256,727,8.547826086956523,983
2025-09-15,Madhya Pradesh,Ratlam,98,398,607,10.151515151515152,1005
2025-09-15,Madhya Pradesh,Rewa,140,708,1074,12.638297872340425,1782
2025-09-15,Madhya Pradesh,Sagar,155,533,1022,9.967948717948717,1555
2025-09-15,Madhya Pradesh,Satna,193,736,1053,9.221649484536082,1789
2025-09-15,Madhya Pradesh,Sehore,65,142,527,10.136363636363637,669
2025-09-15,Madhya Pradesh,Seoni,79,594,416,12.625,1010
2025-09-15,Madhya Pradesh,Shahdol,70,241,496,10.380281690140846,737
2025-09-15,Madhya Pradesh,Shajapur,93,293,615,9.659574468085106,908
2025-09-15,Madhya Pradesh,Sheopur,86,345,302,7.436781609195402,647
2025-09-15,Madhya Pradesh,Shivpuri,184,449,960,7.616216216216216,1409
2025-09-15,Madhya Pradesh,Sidhi,65,504,504,15.272727272727273,1008
2025-09-15,Madhya Pradesh,Singrauli,64,340,411,11.553846153846154,751
2025-09-15,Madhya Pradesh,Tikamgarh,91,400,712,12.08695652173913,1112
2025-09-15,Madhya Pradesh,Ujjain,154,557,945,9.69032258064516,1502
2025-09-15,Madhya Pradesh,Umaria,103,254,279,5.125,533
2025-09-15,Madhya Pradesh,Vidisha,149,416,852,8.453333333333333,1268
2025-09-15,Madhya Pradesh,West Nimar,6,25,73,14.0,98
2025-09-15,Maharashtra,Ahmadnagar,83,577,4246,57.416666666666664,4823
2025-09-15,Maharashtra,Akola,49,240,1789,40.58,2029
2025-09-15,Maharashtra,Amravati,82,373,3414,45.626506024096386,3787
2025-09-15,Maharashtra,Aurangabad,178,648,2585,18.06145251396648,3233
2025-09-15,Maharashtra,Beed,55,444,2454,51.75,2898
2025-09-15,Maharashtra,Bhandara,15,170,865,64.6875,1035
2025-09-15,Maharashtra,Bid,9,35,102,13.7,137
